INSTITUTION_ID,GROUP_CODE,GROUP_NAME,ENTITY_CD,ENTITY_NAME
"800000065487",6,"Public School","331900010677","EAST NEW YORK ELEMENTARY-EXCELLENCE"
"800000065488",6,"Public School","331900010678","EAST NEW YORK MIDDLE SCH-EXCELLENCE"
"800000083448",6,"Public School","331900010760","HIGHLAND PARK COMMUNITY SCHOOL"
"800000090311",6,"Public School","331900010907","LEGACY SCHOOL OF THE ARTS"
"800000092316",6,"Public School","331900010935","MS 935"
"800000091761",6,"Public School","331900010938","PS 938"
"800000059604",6,"Public School","331900011404","ACADEMY FOR YOUNG WRITERS"
"800000043555",6,"Public School","331900011409","EAST NEW YORK FAMILY ACADEMY"
"800000075037",6,"Public School","331900011422","SPRING CREEK COMMUNITY SCHOOL"
"800000058013",6,"Public School","331900011502","FDNY-CAPTAIN VERNON A RICHARDS HS"
"800000058021",6,"Public School","331900011504","HIGH SCHOOL FOR CIVIL RIGHTS"
"800000058086",6,"Public School","331900011507","PERFORMING ARTS & TECH HS"
"800000058098",6,"Public School","331900011510","WORLD ACAD FOR TOTAL COM HEALTH"
"800000060393",6,"Public School","331900011583","MULTICULTURAL HIGH SCHOOL"
"800000043461",6,"Public School","331900011615","TRANSIT TECH CAREER AND TECHNICAL"
"800000062328",6,"Public School","331900011618","ACADEMY OF INNOVATIVE TECHNOLOGY"
"800000062339",6,"Public School","331900011639","BROOKLYN LAB SCHOOL"
"800000062345",6,"Public School","331900011659","CYPRESS HILLS COLLEGIATE PREP SCHOOL"
"800000043443",6,"Public School","331900011660","W H MAXWELL CAREER AND TECH HS"
"800000065489",6,"Public School","331900011683","SCHOOL FOR CLASSICS HIGH SCHOOL"
"800000083462",6,"Public School","331900011764","URBAN ASSEMBLY-COLLABORATIVE HEALTHC"
"800000091760",6,"Public School","331900011953","EAST NY ARTS-CIVICS HIGH SCHOOL"
"800000058357",6,"Public School","331900860880","ACHIEVEMENT FIRST EAST NY CS"
"800000063975",6,"Public School","331900860933","ACHIEVEMENT FIRST APOLLO CS"
"800000064237",6,"Public School","331900860958","BROOKLYN SCHOLARS CHARTER SCHOOL"
"800000067233",6,"Public School","331900860972","HYDE LEADERSHIP CS-BROOKLYN"
"800000067234",6,"Public School","331900860973","IMAGINE ME LEADERSHIP CHARTER SCHOOL"
"800000070171",6,"Public School","331900860993","ACHIEVEMENT FIRST ASPIRE CS"
"800000082486",6,"Public School","331900861065","COLLEGIATE ACADEMY-MATH-PERSONAL AWA"
"800000082611",6,"Public School","331900861072","ACHIEVEMENT FIRST LINDEN CHARTER SCH"
"800000089574",6,"Public School","331900861131","CYPRESS HILLS ASCEND CS"
"800000089575",6,"Public School","331900861132","EAST BROOKLYN ASCEND CS"
"800000044423",6,"Public School","332000010030","PS/IS 30 MARY WHITE OVINGTON "
"800000044424",6,"Public School","332000010048","PS 48 MAPLETON"
"800000044425",6,"Public School","332000010062","JHS 62 DITMAS"
"800000056109",6,"Public School","332000010069","PS 69 VINCENT D GRIPPO SCHOOL"
"800000044426",6,"Public School","332000010102","PS 102 BAYVIEW"
"800000044444",6,"Public School","332000010104","PS/IS 104 FORT HAMILTON SCHOOL"
"800000044445",6,"Public School","332000010105","PS 105 BLYTHEBOURNE"
"800000044446",6,"Public School","332000010112","PS 112 LEFFERTS PARK"
"800000044447",6,"Public School","332000010127","PS 127 MCKINLEY PARK"
"800000044448",6,"Public School","332000010160","PS 160 WILLIAM T SAMPSON"
"800000044449",6,"Public School","332000010163","PS 163 BATH BEACH"
"800000044405",6,"Public School","332000010164","PS 164 CAESAR RODNEY"
"800000044406",6,"Public School","332000010170","RALPH A FABRIZIO SCHOOL"
"800000044427",6,"Public School","332000010176","PS 176 OVINGTON"
"800000044428",6,"Public School","332000010179","PS 179 KENSINGTON"
"800000044429",6,"Public School","332000010180","SEEALL ACADEMY"
"800000044430",6,"Public School","332000010185","PS 185 WALTER KASSENBROCK"
"800000044431",6,"Public School","332000010186","PS 186 DR IRVING A GLADSTONE"
"800000044432",6,"Public School","332000010187","CHRISTA MCAULIFFE SCHOOL/IS 187"
"800000044415",6,"Public School","332000010192","PS 192 MAGNET SCHOOL-MATH AND SCI"
"800000044416",6,"Public School","332000010200","PS 200 BENSON SCHOOL"
"800000044400",6,"Public School","332000010201","MADELEINE BRENNAN SCHOOL"
"800000044401",6,"Public School","332000010204","PS 204 VINCE LOMBARDI"
"800000044402",6,"Public School","332000010205","PS 205 CLARION"
"800000044403",6,"Public School","332000010220","JHS 220 JOHN J PERSHING"
"800000044404",6,"Public School","332000010223","JHS 223 MONTAUK"
"800000044384",6,"Public School","332000010227","JHS 227 EDWARD B SHALLOW "
"800000044385",6,"Public School","332000010229","PS 229 DYKER"
"800000044386",6,"Public School","332000010247","PS 247"
"800000044387",6,"Public School","332000010259","JHS 259 WILLIAM MCKINLEY "
"800000069151",6,"Public School","332000010264","PS 264 BAY RIDGE ELEMENTARY-ARTS"
"800000069152",6,"Public School","332000010310","SCHOOL FOR FUTURE LEADERS"
"800000059636",6,"Public School","332000010503","PS 503 SCHOOL OF DISCOVERY"
"800000059637",6,"Public School","332000010506","PS 506 JOURNALISM AND TECHNOLOGY"
"800000065490",6,"Public School","332000010682","ACADEMY OF TALENTED SCHOLARS"
"800000065491",6,"Public School","332000010686","BROOKLYN SCHOOL OF INQUIRY"
"800000069150",6,"Public School","332000010748","PS 748 BROOKLYN SCH-GLOBAL SCHOLARS"
"800000091762",6,"Public School","332000010936","MS 936 ARTS OFF 3RD"
"800000091763",6,"Public School","332000010939","SUNSET SCHOOL OF CULTURAL LEARNING"
"800000069153",6,"Public School","332000010971","SCHOOL OF MATH, SCIENCE, HEALTHY "
"800000043519",6,"Public School","332000011445","NEW UTRECHT HIGH SCHOOL"
"800000043487",6,"Public School","332000011485","HIGH SCHOOL OF TELECOMMUNICATION"
"800000043479",6,"Public School","332000011490","FORT HAMILTON HIGH SCHOOL"
"800000043485",6,"Public School","332000011505","FRANKLIN D ROOSEVELT HS"
"800000060380",6,"Public School","332000011609","URBAN ASSEMBLY SCHL-LEADER-EMPOWER"
"800000044123",6,"Public School","332100010090","PS 90 EDNA COHEN SCHOOL"
"800000044124",6,"Public School","332100010095","PS 95 GRAVESEND"
"800000044125",6,"Public School","332100010096","IS 96 SETH LOW "
"800000044142",6,"Public School","332100010097","PS 97 HIGHLAWN "
"800000044143",6,"Public School","332100010098","IS 98 BAY ACADEMY"
"800000044144",6,"Public School","332100010099","PS 99 ISAAC ASIMOV"
"800000044145",6,"Public School","332100010100","PS 100 CONEY ISLAND SCHOOL"
"800000044146",6,"Public School","332100010101","PS 101 VERRAZANO"
"800000044147",6,"Public School","332100010121","PS 121 NELSON A ROCKEFELLER"
"800000044130",6,"Public School","332100010128","PS 128 BENSONHURST"
"800000044131",6,"Public School","332100010153","PS 153 HOMECREST "
"800000044115",6,"Public School","332100010177","PS 177 MARLBORO"
"800000044116",6,"Public School","332100010188","PS 188 MICHAEL E BERDY"
"800000044117",6,"Public School","332100010199","PS 199 FREDERICK WACHTEL"
"800000044118",6,"Public School","332100010209","PS 209 MARGARET MEAD"
"800000044119",6,"Public School","332100010212","PS 212 LADY DEBORAH MOODY"
"800000044103",6,"Public School","332100010215","PS 215 MORRIS H WEISS"
"800000044104",6,"Public School","332100010216","PS 216 ARTURO TOSCANINI"
"800000044105",6,"Public School","332100010225","PS 225 EILEEN E ZAGLIN"
"800000044106",6,"Public School","332100010226","PS 226 ALFRED DE B MASON"
"800000044126",6,"Public School","332100010228","IS 228 DAVID A BOODY"
"800000044127",6,"Public School","332100010238","PS 238 ANNE SULLIVAN"
"800000044128",6,"Public School","332100010239","MARK TWAIN IS 239-GIFTED & TALENTED"
"800000044129",6,"Public School","332100010253","PS 253"
"800000044101",6,"Public School","332100010281","IS 281 JOSEPH B CAVALLARO "
"800000044102",6,"Public School","332100010288","PS 288 SHIRLEY TANYHILL"
"800000044085",6,"Public School","332100010303","IS 303 HERBERT S EISENBERG "
"800000044086",6,"Public School","332100010329","PS 329 SURFSIDE"
"800000059082",6,"Public School","332100011337","INTERNATIONAL HS-LAFAYETTE"
"800000059098",6,"Public School","332100011344","RACHEL CARSON HS FOR COASTAL STUDIES"
"800000059111",6,"Public School","332100011348","HIGH SCHOOL OF SPORTS MANAGEMENT"
"800000043504",6,"Public School","332100011410","ABRAHAM LINCOLN HIGH SCHOOL"
"800000059703",6,"Public School","332100011468","KINGSBOROUGH EARLY COLLEGE"
"800000043491",6,"Public School","332100011525","EDWARD R MURROW HIGH SCHOOL"
"800000043478",6,"Public School","332100011540","JOHN DEWEY HIGH SCHOOL"
"800000060392",6,"Public School","332100011559","LIFE ACAD HS FOR FILM AND MUSIC"
"800000060387",6,"Public School","332100011572","LEADERS HIGH SCHOOL"
"800000043462",6,"Public School","332100011620","WILLIAM E GRADY CAREER AND TECH"
"800000043447",6,"Public School","332100011690","BROOKLYN STUDIO SECONDARY SCHOOL"
"800000060402",6,"Public School","332100011728","LIBERATION DIPLOMA PLUS"
"800000063971",6,"Public School","332100860949","CONEY ISLAND PREP PUBLIC CS"
"800000082605",6,"Public School","332100861075","SUCCESS ACADEMY CS - BENSONHURST"
"800000089045",6,"Public School","332100861123","HEBREW LANGUAGE ACADEMY CS 2"
"800000043962",6,"Public School","332200010014","JHS 14 SHELL BANK"
"800000043963",6,"Public School","332200010052","PS 52 SHEEPSHEAD BAY"
"800000043964",6,"Public School","332200010078","JHS 78 ROY H MANN "
"800000043965",6,"Public School","332200010109","PS 109"
"800000043966",6,"Public School","332200010119","PS 119 AMERSFORT"
"800000043954",6,"Public School","332200010134","PS 134"
"800000043955",6,"Public School","332200010139","PS 139 ALEXINE A FENTY"
"800000043956",6,"Public School","332200010152","SCHOOL OF SCIENCE & TECHNOLOGY"
"800000043957",6,"Public School","332200010193","PS 193 GIL HODGES"
"800000043958",6,"Public School","332200010194","PS 194 RAOUL WALLENBERG"
"800000043959",6,"Public School","332200010195","PS 195 MANHATTAN BEACH"
"800000043960",6,"Public School","332200010197","PS 197 KINGS HIGHWAY ACADEMY"
"800000043943",6,"Public School","332200010198","PS 198"
"800000043944",6,"Public School","332200010203","PS 203 FLOYD BENNETT SCHOOL"
"800000043945",6,"Public School","332200010206","PS 206 JOSEPH F LAMB"
"800000043946",6,"Public School","332200010207","PS 207 ELIZABETH G LEARY"
"800000043947",6,"Public School","332200010217","PS 217 COL DAVID MARCUS SCHOOL"
"800000043948",6,"Public School","332200010222","PS 222 KATHERINE R SNYDER"
"800000043949",6,"Public School","332200010234","JHS 234 ARTHUR W CUNNINGHAM "
"800000043950",6,"Public School","332200010236","PS 236 MILL BASIN"
"800000043935",6,"Public School","332200010240","ANDRIES HUDDE"
"800000043929",6,"Public School","332200010245","PS 245"
"800000043930",6,"Public School","332200010251","PS 251 PAERDEGAT"
"800000043931",6,"Public School","332200010254","PS 254 DAG HAMMARSKJOLD"
"800000043932",6,"Public School","332200010255","PS 255 BARBARA REING SCHOOL"
"800000043936",6,"Public School","332200010277","PS 277 GERRITSEN BEACH"
"800000043937",6,"Public School","332200010278","JHS 278 MARINE PARK"
"800000043938",6,"Public School","332200010312","PS 312 BERGEN BEACH"
"800000043939",6,"Public School","332200010315","PS 315"
"800000043940",6,"Public School","332200010326","PS 326"
"800000043941",6,"Public School","332200010361","PS 361 E FLATBUSH EARLY CHILDHOOD "
"800000043942",6,"Public School","332200010381","IS 381"
"800000089615",6,"Public School","332200010889","PS 889"
"800000089616",6,"Public School","332200010890","MS 890"
"800000043525",6,"Public School","332200011405","MIDWOOD HIGH SCHOOL"
"800000043511",6,"Public School","332200011425","JAMES MADISON HIGH SCHOOL"
"800000043477",6,"Public School","332200011535","LEON M GOLDSTEIN HIGH SCH-SCIENCES"
"800000043532",6,"Public School","332200011555","BROOKLYN COLLEGE ACADEMY"
"800000077837",6,"Public School","332200011611","ORIGINS HIGH SCHOOL"
"800000077838",6,"Public School","332200011630","PROFESSIONAL PATHWAYS HIGH SCHOOL"
"800000064234",6,"Public School","332200860955","HEBREW LANGUAGE ACADEMY CS"
"800000068331",6,"Public School","332200860978","BROOKLYN DREAMS CHARTER SCHOOL"
"800000070188",6,"Public School","332200861006","URBAN DOVE TEAM CHARTER SCHOOL"
"800000076143",6,"Public School","332200861050","CENTRAL BROOKLYN ASCEND CHARTER"
"800000075843",6,"Public School","332200861053","NEW VISIONS CHTR HS-ADV MA/SCI III"
"800000082606",6,"Public School","332200861076","SUCCESS ACADEMY CS - BERGEN BEACH"
"800000043734",6,"Public School","332300010041","PS 41 FRANCIS WHITE"
"800000043706",6,"Public School","332300010137","PS/IS 137 RACHAEL JEAN MITCHELL"
"800000043720",6,"Public School","332300010150","PS 150 CHRISTOPHER"
"800000043705",6,"Public School","332300010155","PS/IS 155 NICHOLAS HERKIMER"
"800000043698",6,"Public School","332300010156","PS 156 WAVERLY"
"800000043685",6,"Public School","332300010165","PS 165 IDA POSNER"
"800000043686",6,"Public School","332300010178","PS 178 SAINT CLAIR MCKELWAY"
"800000043688",6,"Public School","332300010184","PS 184 NEWPORT"
"800000043715",6,"Public School","332300010284","GREGORY JOCKO JACKSON-SPORTS-ARTS"
"800000043716",6,"Public School","332300010298","PS 298 DR BETTY SHABAZZ"
"800000043717",6,"Public School","332300010323","PS/IS 323"
"800000043718",6,"Public School","332300010327","PS 327 DR ROSE B ENGLISH"
"800000075038",6,"Public School","332300010363","BROWNSVILLE COLLABORATIVE MS"
"800000056125",6,"Public School","332300010392","IS 392"
"800000070898",6,"Public School","332300010401","CHRISTOPHER AVENUE COMMUNITY"
"800000075040",6,"Public School","332300010446","RIVERDALE AVENUE COMMUNITY"
"800000058227",6,"Public School","332300010514","FREDERICK DOUGLASS ACADEMY VII"
"800000058045",6,"Public School","332300010518","KAPPA V"
"800000058052",6,"Public School","332300010522","MOTT HALL IV"
"800000077839",6,"Public School","332300010599","BROOKLYN LANDMARK ELEMENTARY"
"800000077840",6,"Public School","332300010664","BROOKLYN ENVIRONMENTAL EXPLORATION"
"800000077841",6,"Public School","332300010668","RIVERDALE AVENUE MIDDLE SCHOOL"
"800000069154",6,"Public School","332300010671","MOTT HALL BRIDGES ACADEMY"
"800000057988",6,"Public School","332300011493","BROOKLYN COLLEGIATE"
"800000062341",6,"Public School","332300011643","BROOKLYN DEMOCRACY ACADEMY"
"800000062342",6,"Public School","332300011644","EAGLE ACADEMY FOR YOUNG MEN II"
"800000062344",6,"Public School","332300011647","METROPOLITAN DIPLOMA PLUS HS"
"800000056056",6,"Public School","332300011697","TEACHERS PREPARATORY HIGH SCHOOL"
"800000061077",6,"Public School","332300860912","ACHIEVEMENT FIRST BROWNSVILLE CS"
"800000063977",6,"Public School","332300860936","OCEAN HILL COLLEGIATE CS"
"800000063979",6,"Public School","332300860939","BROWNSVILLE COLLEGIATE CS"
"800000063980",6,"Public School","332300860941","LEADERSHIP PREP OCEAN HILL CS"
"800000063981",6,"Public School","332300860942","LEADERSHIP PREP BROWNSVILLE CS"
"800000064233",6,"Public School","332300860954","BROWNSVILLE ASCEND CHARTER SCHOOL"
"800000043654",6,"Public School","333200010045","PS/IS 45 HORACE E GREENE"
"800000043655",6,"Public School","333200010075","PS 75 MAYDA CORTIELLA"
"800000043656",6,"Public School","333200010086","PS 86 IRVINGTON"
"800000043657",6,"Public School","333200010106","PS 106 EDWARD EVERETT HALE"
"800000043659",6,"Public School","333200010116","PS 116 ELIZABETH L FARRELL"
"800000043637",6,"Public School","333200010123","PS 123 SUYDAM"
"800000043638",6,"Public School","333200010145","PS 145 ANDREW JACKSON"
"800000043639",6,"Public School","333200010151","PS 151 LYNDON B JOHNSON"
"800000043623",6,"Public School","333200010162","JHS 162 WILLOUGHBY"
"800000043624",6,"Public School","333200010274","PS 274 KOSCIUSKO"
"800000043625",6,"Public School","333200010291","JHS 291 ROLAND HAYES "
"800000043627",6,"Public School","333200010299","PS 299 THOMAS WARREN FIELD"
"800000043647",6,"Public School","333200010347","IS 347 SCHOOL OF HUMANITIES"
"800000043648",6,"Public School","333200010349","IS 349 MATH, SCIENCE & TECHNOLOGY"
"800000043632",6,"Public School","333200010376","PS 376"
"800000043633",6,"Public School","333200010377","PS 377 ALEJANDRINA B DE GAUTIER"
"800000043634",6,"Public School","333200010383","JHS 383 PHILIPPA SCHUYLER"
"800000043635",6,"Public School","333200010384","PS/IS 384 FRANCES E CARTER"
"800000075043",6,"Public School","333200010562","EVERGREEN MS-URBAN EXPLORATION"
"800000057991",6,"Public School","333200010564","BUSHWICK COMMUNITY HS"
"800000070905",6,"Public School","333200011168","BROOKLYN SCHOOL FOR MATH AND RESEARC"
"800000059643",6,"Public School","333200011403","ACADEMY FOR EXCELLENCE-LEADERSHIP"
"800000043531",6,"Public School","333200011545","EBC HIGH SCHOOL-PUBLIC SERVICE"
"800000057157",6,"Public School","333200011549","BROOKLYN SCHOOL FOR SOCIAL JUSTICE"
"800000057159",6,"Public School","333200011552","ACADEMY OF URBAN PLANNING-ENGINEERIN"
"800000057130",6,"Public School","333200011554","ALL CITY LEADERSHIP SECONDARY"
"800000057161",6,"Public School","333200011556","BUSHWICK LEADERS HS-ACAD EXCELL"
"800000059570",6,"Public School","333200860906","ACHIEVEMENT FIRST BUSHWICK CS"
"800000067493",6,"Public School","333200860987","BUSHWICK ASCEND CHARTER SCHOOL"
"800000076142",6,"Public School","333200861045","ACHIEVEMENT FIRST NORTH BROOKLYN PRE"
"800000076137",6,"Public School","333200861059","MATH, ENG, SCI ACADEMY CHARTER HS"
"800000084535",6,"Public School","333200861096","SUCCESS ACADEMY CS-BUSHWICK"
"800000043392",6,"Public School","342400010005","IS 5 WALTER CROWLEY INTERMEDIATE"
"800000043390",6,"Public School","342400010007","PS 7 LOUIS F SIMEONE"
"800000043376",6,"Public School","342400010012","PS 12 JAMES B COLGATE"
"800000043396",6,"Public School","342400010013","PS 13 CLEMENT C MOORE"
"800000043397",6,"Public School","342400010014","PS 14 FAIRVIEW"
"800000043398",6,"Public School","342400010016","PS 16 NANCY DEBENEDITTIS SCHOOL"
"800000043399",6,"Public School","342400010019","PS 19 MARINO JEANTET"
